tlw,blw,h,s
1.039,2.153,0.448,2.734
1.537,2.721,0.296,3.658
0.82,1.498,0.641,3.092
1.958,3.014,0.252,4.79
1.425,2.977,0.624,3.13
0.853,2.318,0.242,4.476
0.363,1.445,0.46,2.046
2.297,2.924,0.316,4.073
0.925,1.866,0.229,3.671
1.251,2.803,0.559,2.723
0.343,1.392,0.392,4.778
2.047,2.505,0.485,3.103
1.216,1.332,0.2,2.913
1.696,2.356,0.43,4.256
1.729,2.091,0.345,3.355
0.729,0.965,0.594,3.911
2.805,3.182,0.271,2.19
0.918,2.517,0.371,3.0
2.144,2.431,0.178,2.642
1.116,1.972,0.337,2.1
1.339,2.228,0.423,4.199
0.458,0.581,0.293,3.255
3.037,3.21,0.616,4.534
1.587,2.617,0.262,3.973
0.438,1.816,0.645,2.32
1.025,1.086,0.307,4.39
1.881,2.711,0.452,3.416
1.666,3.016,0.208,4.88
0.734,1.242,0.494,2.434
2.591,2.889,0.401,3.759
1.374,1.515,0.355,4.223
1.538,1.798,0.601,2.572
1.103,1.863,0.279,3.546
0.386,0.827,0.438,2.977
1.164,2.864,0.468,3.689
0.557,2.183,0.323,2.411
0.61,1.207,0.631,4.856
2.162,3.07,0.248,2.757
1.792,2.656,0.478,4.414
0.872,1.632,0.222,2.343
2.193,3.154,0.552,4.044
1.847,3.23,0.3,3.033
0.979,1.951,0.445,4.754
0.777,1.574,0.256,2.7
0.51,2.114,0.501,4.143
0.475,1.002,0.546,4.499
2.445,2.764,0.215,3.2
0.975,2.547,0.576,2.26
1.199,1.53,0.531,3.378
1.897,1.908,0.379,4.327
1.275,2.188,0.285,4.916
1.499,2.457,0.608,2.889
0.312,0.764,0.329,3.82
2.977,4.095,0.623,4.271
2.551,3.639,0.23,2.553
2.401,3.593,0.27,4.081
1.955,3.431,0.593,2.032
3.227,4.512,0.43,3.138
2.478,3.951,0.522,2.842
2.661,3.292,0.452,4.549
2.845,3.679,0.263,2.115
2.882,3.366,0.493,3.554
2.935,4.295,0.538,4.71
2.418,4.145,0.193,3.496
1.752,3.345,0.352,2.772
3.205,3.862,0.467,2.581
2.521,3.591,0.223,4.213
3.109,3.899,0.386,4.619
3.184,3.438,0.639,2.483
2.616,4.284,0.301,4.924
2.72,4.035,0.5,2.275
2.322,3.299,0.33,2.691
2.151,3.703,0.34,2.09
3.057,4.481,0.512,4.734
2.71,3.552,0.397,3.793
2.534,3.935,0.557,2.864
3.239,3.517,0.311,4.307
3.171,4.175,0.237,3.96
3.147,4.351,0.211,3.52
2.786,4.014,0.65,3.304
2.359,3.669,0.427,4.434
2.261,3.257,0.563,4.835
1.915,3.379,0.181,2.782
2.948,3.406,0.227,3.234
2.763,4.232,0.475,4.179
2.305,3.554,0.505,3.436
2.078,3.504,0.527,2.019
2.919,3.81,0.411,3.335
3.06,3.753,0.449,3.864
1.936,3.527,0.532,4.475
3.033,3.998,0.179,3.915
2.693,3.454,0.425,2.54
3.206,3.678,0.618,2.909
2.785,4.389,0.585,3.259
2.845,4.259,0.264,3.566
2.085,3.707,0.309,2.439
2.141,3.341,0.555,3.97
3.168,4.168,0.38,2.975
2.636,3.836,0.417,4.225
2.474,3.836,0.64,2.342
2.41,3.381,0.494,2.416
3.084,4.697,0.216,4.857
1.643,3.281,0.632,3.197
2.334,3.728,0.242,4.498
2.524,3.479,0.195,2.886
2.65,3.772,0.503,3.818
3.076,3.275,0.272,2.261
3.002,4.1,0.346,3.381
2.987,3.618,0.422,4.949
2.592,4.032,0.292,2.505
2.516,4.215,0.565,4.319
2.059,3.664,0.491,3.184
2.487,3.495,0.261,4.724
1.982,3.318,0.239,3.726
3.086,3.641,0.591,4.662
2.687,3.405,0.362,3.294
2.876,3.976,0.199,2.163
1.696,3.355,0.212,2.45
2.289,3.924,0.543,3.75
3.229,4.598,0.255,3.45
2.854,3.37,0.606,2.14
2.727,3.925,0.328,4.571
3.047,3.527,0.573,3.01
3.144,4.374,0.528,2.629
2.952,4.322,0.435,2.227
2.778,3.817,0.354,4.972
2.151,3.786,0.221,3.093
2.177,3.464,0.32,3.16
2.122,3.261,0.465,4.439
3.038,4.589,0.628,4.106
1.604,3.266,0.544,2.292
3.142,4.511,0.635,2.811
2.774,3.257,0.283,2.626
2.824,4.017,0.413,4.694
2.949,3.438,0.184,3.227
3.244,4.26,0.377,2.13
3.045,4.432,0.351,2.538
2.861,3.725,0.506,4.287
2.25,3.698,0.55,3.17
2.278,3.571,0.466,3.096
2.023,3.348,0.321,4.796
2.929,4.477,0.247,3.655
2.886,3.517,0.335,4.31
2.678,4.152,0.613,2.253
2.595,4.114,0.176,4.946
2.384,3.584,0.643,4.518
2.063,3.412,0.622,4.036
3.191,3.729,0.269,4.597
2.582,3.318,0.513,2.949
2.985,3.871,0.587,2.602
3.085,4.078,0.525,3.285
2.534,3.934,0.324,3.539
2.374,3.954,0.25,2.418
2.327,3.272,0.411,2.351
1.853,3.498,0.496,4.049
3.165,4.801,0.54,4.406
1.745,3.372,0.244,3.038
2.414,3.637,0.633,4.762
2.635,3.581,0.576,3.372
2.549,3.663,0.357,3.941
3.178,3.385,0.603,2.478
2.918,4.203,0.44,2.883
1.828,3.431,0.209,4.786
2.939,3.88,0.563,3.851
2.788,3.574,0.331,2.194
3.125,3.788,0.287,3.349
3.213,3.321,0.509,3.562
2.695,4.302,0.201,3.006
2.734,4.349,0.596,4.192
3.053,3.298,0.548,3.029
2.859,4.116,0.389,3.587
2.593,4.326,0.472,3.236
2.215,3.46,0.359,2.798
2.002,3.607,0.382,2.74
2.839,4.516,0.571,4.808
3.008,3.726,0.498,2.931
2.766,3.322,0.251,4.274
2.953,3.662,0.296,3.893
2.257,3.813,0.435,2.67
2.962,4.566,0.366,4.53
2.788,3.456,0.482,3.963
2.618,3.842,0.233,3.397
3.155,3.612,0.464,4.934
3.066,4.079,0.627,3.802
3.248,4.239,0.534,4.241
2.7,3.91,0.259,2.958
2.441,3.752,0.333,4.826
2.158,3.346,0.182,4.43
1.832,3.294,0.564,3.457
3.008,4.674,0.52,2.373
2.313,4.051,0.582,2.763
2.801,4.448,0.278,4.061
3.118,3.979,0.323,2.176
2.608,3.476,0.552,3.528
3.186,3.998,0.478,4.648
3.098,3.546,0.255,2.278
2.826,4.142,0.408,2.492
2.408,3.411,0.415,2.052
2.878,4.19,0.241,4.992
2.654,3.751,0.56,2.208
2.178,3.907,0.515,4.078
2.488,3.492,0.594,3.677
2.048,3.546,0.271,2.705
3.15,4.605,0.345,3.121
1.723,3.426,0.523,4.373
2.399,3.845,0.371,3.422
3.168,4.72,0.422,3.777
2.555,3.387,0.308,4.718
2.753,3.793,0.645,2.648
2.973,3.255,0.401,4.182
3.021,4.389,0.208,4.551
2.46,4.104,0.357,2.563
1.907,3.392,0.278,2.168
3.161,4.03,0.63,3.478
2.566,3.422,0.386,4.853
3.235,3.853,0.222,3.698
3.146,3.487,0.445,3.203
2.875,4.084,0.545,3.042
2.368,3.359,0.286,3.376
3.026,4.137,0.459,3.668
2.606,3.694,0.394,3.132
2.22,3.855,0.2,4.253
2.439,3.538,0.344,4.977
2.007,3.6,0.43,2.904
3.101,4.459,0.593,2.547
2.351,4.003,0.567,2.097
3.114,4.666,0.293,4.704
2.793,3.74,0.309,2.825
2.933,3.306,0.537,4.381
2.973,4.243,0.493,3.976
3.004,3.354,0.39,2.456
2.711,4.063,0.549,4.888
2.256,3.513,0.579,2.622
2.425,4.071,0.42,3.318
1.953,3.448,0.57,2.916
2.967,3.673,0.218,2.731
2.807,3.373,0.449,4.098
2.905,3.809,0.642,4.444
2.306,3.654,0.267,2.846
3.015,4.618,0.586,3.954
2.836,3.602,0.234,4.515
2.577,3.893,0.483,2.072
3.197,3.558,0.236,3.632
3.115,4.223,0.311,4.728
3.101,4.291,0.403,4.416
2.749,3.967,0.457,2.385
2.402,3.806,0.62,3.503
2.206,3.302,0.519,4.232
3.22,4.127,0.186,2.337
2.58,3.889,0.611,4.839
2.425,4.004,0.447,2.969
2.372,3.329,0.54,3.276
1.801,3.45,0.217,4.622
3.21,4.641,0.41,4.207
2.46,3.783,0.317,3.812
2.679,3.423,0.358,2.047
2.602,3.711,0.577,4.493
3.124,3.335,0.346,3.053
2.964,4.045,0.272,2.683
2.991,3.83,0.373,4.777
2.735,3.622,0.618,3.144
3.08,3.629,0.425,2.024
3.167,3.277,0.202,4.863
2.831,4.252,0.51,2.433
2.69,4.306,0.339,4.368
2.043,3.768,0.234,3.253
2.184,3.28,0.481,4.713
1.739,3.314,0.406,3.242
2.134,3.879,0.498,4.565
3.184,4.461,0.298,2.611
2.728,3.417,0.414,2.802
2.772,3.967,0.284,3.744
3.002,3.486,0.528,2.3
3.2,4.419,0.572,3.432
2.909,4.382,0.598,3.087
2.816,3.768,0.192,4.088
2.198,3.65,0.384,2.221
2.232,3.512,0.246,2.522
2.076,3.398,0.628,3.872
2.931,3.563,0.614,4.112
2.544,4.2,0.336,3.178
2.642,4.159,0.521,3.622
2.021,3.72,0.535,2.499
2.436,3.536,0.307,3.968
2.108,3.265,0.313,4.588
3.137,3.778,0.428,4.022
2.636,3.268,0.198,2.397
3.031,4.028,0.362,2.779
3.036,3.472,0.291,3.626
2.632,4.085,0.421,3.055
2.563,4.068,0.369,4.121
2.106,3.822,0.206,2.236
2.341,3.442,0.45,3.798
3.241,4.922,0.643,4.94
2.031,3.362,0.458,4.652
3.233,3.694,0.343,3.711
2.54,3.353,0.588,2.368
2.924,3.92,0.514,3.464
2.24,3.968,0.406,4.676
3.094,4.546,0.443,2.125
2.806,3.313,0.327,3.441
2.872,3.874,0.606,3.995
2.901,3.58,0.377,2.459
3.095,4.316,0.184,2.805
2.993,4.27,0.277,3.152
2.729,3.672,0.58,3.649
2.299,3.733,0.476,2.52
2.129,3.623,0.629,2.212
1.974,3.312,0.247,3.889
2.99,4.532,0.321,4.281
1.889,3.484,0.403,3.9
2.888,3.946,0.518,4.467
2.838,3.507,0.287,3.114
3.157,3.736,0.332,2.71
3.081,3.376,0.584,4.376
2.744,4.337,0.365,2.31
2.796,4.405,0.432,4.865
1.938,3.654,0.626,2.989
2.289,3.392,0.394,4.544
3.175,4.883,0.231,4.186
3.128,4.221,0.57,2.401
2.684,3.983,0.279,4.4
2.328,3.887,0.294,3.267
1.899,3.565,0.54,4.64
3.133,4.754,0.495,3.533
1.596,3.326,0.317,2.27
2.382,3.682,0.469,3.924
3.029,4.7,0.387,2.877
2.573,3.535,0.502,2.686
2.503,3.825,0.194,4.745
3.05,4.157,0.603,2.056
2.196,3.761,0.597,3.391
2.912,4.531,0.203,3.785
2.756,3.509,0.556,4.72
2.67,3.985,0.396,2.664
3.104,3.469,0.628,4.13
3.215,4.13,0.464,4.512
3.199,4.401,0.49,4.82
2.831,3.854,0.304,2.355
2.493,3.718,0.289,4.235
2.307,3.401,0.375,3.511
1.78,3.329,0.519,2.608
2.816,4.183,0.226,4.354
2.625,4.277,0.634,2.446
2.104,3.849,0.442,3.581
2.169,3.603,0.196,2.136
2.034,3.56,0.19,3.321
3.052,3.761,0.542,2.011
2.721,3.287,0.296,3.658
3.014,3.708,0.252,4.79
2.924,4.047,0.316,4.073
2.505,3.797,0.485,3.103
2.356,3.446,0.43,4.256
2.091,3.479,0.345,3.355
3.182,4.555,0.271,2.19
2.431,3.894,0.178,2.642
3.21,4.787,0.616,4.534
2.617,3.337,0.262,3.973
2.711,3.631,0.452,3.416
3.016,3.416,0.208,4.88
2.889,4.341,0.401,3.759
1.798,3.288,0.601,2.572
3.07,3.912,0.248,2.757
2.656,3.542,0.478,4.414
3.154,3.943,0.552,4.044
3.23,3.597,0.3,3.033
2.764,4.195,0.215,3.2
1.908,3.647,0.379,4.327
